country,date,yearAndWeek,dayOfTheWeek,casesWeekly,casesDaily,movingAverage7Days,percentageIncreaseOfMA7Days,rank
Norway,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Spain,2020-02-11,2020-06,2,1,0,0.0,0.0,6
Czechia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
South_Korea,2020-02-11,2020-06,2,12,1,1.0,0.0,6
Denmark,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Iran,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Ireland,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Thailand,2020-02-11,2020-06,2,13,1,1.0,0.0,6
Monaco,2020-02-11,2020-06,2,0,0,0.0,0.0,6
United_States_of_America,2020-02-11,2020-06,2,1,0,0.0,0.0,6
Iceland,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Israel,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Oman,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Mexico,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Estonia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Georgia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Indonesia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Azerbaijan,2020-02-11,2020-06,2,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-11,2020-06,2,2,0,0.0,0.0,6
Armenia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Switzerland,2020-02-11,2020-06,2,0,0,0.0,0.0,6
United_Kingdom,2020-02-11,2020-06,2,6,0,0.0,0.0,6
Canada,2020-02-11,2020-06,2,3,0,0.0,0.0,6
Brazil,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Lebanon,2020-02-11,2020-06,2,0,0,0.0,0.0,6
North_Macedonia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Luxembourg,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Romania,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Austria,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Dominican_Republic,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Nepal,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Egypt,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Bahrain,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Pakistan,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Vietnam,2020-02-11,2020-06,2,6,0,0.0,0.0,6
Netherlands,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-12,2020-06,3,70,10,4.285714285714286,50.0,1
Malaysia,2020-02-12,2020-06,3,10,1,0.42857142857142855,50.0,1
Taiwan,2020-02-12,2020-06,3,8,1,0.42857142857142855,50.0,1
China,2020-02-12,2020-06,3,22995,3285,2586.1428571428573,7.245260663507103,4
Singapore,2020-02-12,2020-06,3,25,3,2.4285714285714284,6.25,5
Russia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Sweden,2020-02-12,2020-06,3,1,0,0.0,0.0,6
Philippines,2020-02-12,2020-06,3,1,0,0.0,0.0,6
Iraq,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Afghanistan,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Cambodia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
San_Marino,2020-02-12,2020-06,3,0,0,0.0,0.0,6
France,2020-02-12,2020-06,3,5,0,0.0,0.0,6
Greece,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Algeria,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Belgium,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Ecuador,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Qatar,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Finland,2020-02-12,2020-06,3,0,0,0.0,0.0,6
India,2020-02-12,2020-06,3,1,0,0.0,0.0,6
Belarus,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Kuwait,2020-02-12,2020-06,3,0,0,0.0,0.0,6
New_Zealand,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Croatia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Nigeria,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Italy,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Sri_Lanka,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Lithuania,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Norway,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Spain,2020-02-12,2020-06,3,1,0,0.0,0.0,6
Czechia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
South_Korea,2020-02-12,2020-06,3,12,1,1.0,0.0,6
Denmark,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Iran,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Ireland,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Thailand,2020-02-12,2020-06,3,13,1,1.0,0.0,6
Monaco,2020-02-12,2020-06,3,0,0,0.0,0.0,6
United_States_of_America,2020-02-12,2020-06,3,1,0,0.0,0.0,6
Iceland,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Israel,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Oman,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Mexico,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Estonia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Georgia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Indonesia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Azerbaijan,2020-02-12,2020-06,3,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-12,2020-06,3,2,0,0.0,0.0,6
Armenia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Switzerland,2020-02-12,2020-06,3,0,0,0.0,0.0,6
United_Kingdom,2020-02-12,2020-06,3,6,0,0.0,0.0,6
Canada,2020-02-12,2020-06,3,3,0,0.0,0.0,6
Brazil,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Lebanon,2020-02-12,2020-06,3,0,0,0.0,0.0,6
North_Macedonia,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Luxembourg,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Romania,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Austria,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Dominican_Republic,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Nepal,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Egypt,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Bahrain,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Pakistan,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Vietnam,2020-02-12,2020-06,3,6,0,0.0,0.0,6
Netherlands,2020-02-12,2020-06,3,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-13,2020-06,4,70,10,5.714285714285714,33.33333333333335,1
Malaysia,2020-02-13,2020-06,4,10,1,0.5714285714285714,33.33333333333333,2
Taiwan,2020-02-13,2020-06,4,8,1,0.5714285714285714,33.33333333333333,2
China,2020-02-13,2020-06,4,22995,3285,2760.8571428571427,6.755786333756819,4
Singapore,2020-02-13,2020-06,4,25,3,2.5714285714285716,5.882352941176494,5
Russia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Sweden,2020-02-13,2020-06,4,1,0,0.0,0.0,6
Philippines,2020-02-13,2020-06,4,1,0,0.0,0.0,6
Iraq,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Afghanistan,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Cambodia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
San_Marino,2020-02-13,2020-06,4,0,0,0.0,0.0,6
France,2020-02-13,2020-06,4,5,0,0.0,0.0,6
Greece,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Algeria,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Belgium,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Ecuador,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Qatar,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Finland,2020-02-13,2020-06,4,0,0,0.0,0.0,6
India,2020-02-13,2020-06,4,1,0,0.0,0.0,6
Belarus,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Kuwait,2020-02-13,2020-06,4,0,0,0.0,0.0,6
New_Zealand,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Croatia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Nigeria,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Italy,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Sri_Lanka,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Lithuania,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Norway,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Spain,2020-02-13,2020-06,4,1,0,0.0,0.0,6
Czechia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
South_Korea,2020-02-13,2020-06,4,12,1,1.0,0.0,6
Denmark,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Iran,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Ireland,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Thailand,2020-02-13,2020-06,4,13,1,1.0,0.0,6
Monaco,2020-02-13,2020-06,4,0,0,0.0,0.0,6
United_States_of_America,2020-02-13,2020-06,4,1,0,0.0,0.0,6
Iceland,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Israel,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Oman,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Mexico,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Estonia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Georgia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Indonesia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Azerbaijan,2020-02-13,2020-06,4,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-13,2020-06,4,2,0,0.0,0.0,6
Armenia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Switzerland,2020-02-13,2020-06,4,0,0,0.0,0.0,6
United_Kingdom,2020-02-13,2020-06,4,6,0,0.0,0.0,6
Canada,2020-02-13,2020-06,4,3,0,0.0,0.0,6
Brazil,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Lebanon,2020-02-13,2020-06,4,0,0,0.0,0.0,6
North_Macedonia,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Luxembourg,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Romania,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Austria,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Dominican_Republic,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Nepal,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Egypt,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Bahrain,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Pakistan,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Vietnam,2020-02-13,2020-06,4,6,0,0.0,0.0,6
Netherlands,2020-02-13,2020-06,4,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-14,2020-06,5,70,10,7.142857142857143,25.0,1
Malaysia,2020-02-14,2020-06,5,10,1,0.7142857142857143,25.0,1
Taiwan,2020-02-14,2020-06,5,8,1,0.7142857142857143,25.0,1
China,2020-02-14,2020-06,5,22995,3285,2935.5714285714284,6.328262444375454,4
Singapore,2020-02-14,2020-06,5,25,3,2.7142857142857144,5.555555555555558,5
Russia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Sweden,2020-02-14,2020-06,5,1,0,0.0,0.0,6
Philippines,2020-02-14,2020-06,5,1,0,0.0,0.0,6
Iraq,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Afghanistan,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Cambodia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
San_Marino,2020-02-14,2020-06,5,0,0,0.0,0.0,6
France,2020-02-14,2020-06,5,5,0,0.0,0.0,6
Greece,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Algeria,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Belgium,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Ecuador,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Qatar,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Finland,2020-02-14,2020-06,5,0,0,0.0,0.0,6
India,2020-02-14,2020-06,5,1,0,0.0,0.0,6
Belarus,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Kuwait,2020-02-14,2020-06,5,0,0,0.0,0.0,6
New_Zealand,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Croatia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Nigeria,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Italy,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Sri_Lanka,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Lithuania,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Norway,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Spain,2020-02-14,2020-06,5,1,0,0.0,0.0,6
Czechia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
South_Korea,2020-02-14,2020-06,5,12,1,1.0,0.0,6
Denmark,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Iran,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Ireland,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Thailand,2020-02-14,2020-06,5,13,1,1.0,0.0,6
Monaco,2020-02-14,2020-06,5,0,0,0.0,0.0,6
United_States_of_America,2020-02-14,2020-06,5,1,0,0.0,0.0,6
Iceland,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Israel,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Oman,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Mexico,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Estonia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Georgia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Indonesia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Azerbaijan,2020-02-14,2020-06,5,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-14,2020-06,5,2,0,0.0,0.0,6
Armenia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Switzerland,2020-02-14,2020-06,5,0,0,0.0,0.0,6
United_Kingdom,2020-02-14,2020-06,5,6,0,0.0,0.0,6
Canada,2020-02-14,2020-06,5,3,0,0.0,0.0,6
Brazil,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Lebanon,2020-02-14,2020-06,5,0,0,0.0,0.0,6
North_Macedonia,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Luxembourg,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Romania,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Austria,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Dominican_Republic,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Nepal,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Egypt,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Bahrain,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Pakistan,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Vietnam,2020-02-14,2020-06,5,6,0,0.0,0.0,6
Netherlands,2020-02-14,2020-06,5,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-15,2020-06,6,70,10,8.571428571428571,19.999999999999996,1
Malaysia,2020-02-15,2020-06,6,10,1,0.8571428571428571,19.999999999999996,1
Taiwan,2020-02-15,2020-06,6,8,1,0.8571428571428571,19.999999999999996,1
China,2020-02-15,2020-06,6,22995,3285,3110.285714285714,5.951627816438765,4
Singapore,2020-02-15,2020-06,6,25,3,2.857142857142857,5.263157894736836,5
Russia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Sweden,2020-02-15,2020-06,6,1,0,0.0,0.0,6
Philippines,2020-02-15,2020-06,6,1,0,0.0,0.0,6
Iraq,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Afghanistan,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Cambodia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
San_Marino,2020-02-15,2020-06,6,0,0,0.0,0.0,6
France,2020-02-15,2020-06,6,5,0,0.0,0.0,6
Greece,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Algeria,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Belgium,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Ecuador,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Qatar,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Finland,2020-02-15,2020-06,6,0,0,0.0,0.0,6
India,2020-02-15,2020-06,6,1,0,0.0,0.0,6
Belarus,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Kuwait,2020-02-15,2020-06,6,0,0,0.0,0.0,6
New_Zealand,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Croatia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Nigeria,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Italy,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Sri_Lanka,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Lithuania,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Norway,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Spain,2020-02-15,2020-06,6,1,0,0.0,0.0,6
Czechia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
South_Korea,2020-02-15,2020-06,6,12,1,1.0,0.0,6
Denmark,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Iran,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Ireland,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Thailand,2020-02-15,2020-06,6,13,1,1.0,0.0,6
Monaco,2020-02-15,2020-06,6,0,0,0.0,0.0,6
United_States_of_America,2020-02-15,2020-06,6,1,0,0.0,0.0,6
Iceland,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Israel,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Oman,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Mexico,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Estonia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Georgia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Indonesia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Azerbaijan,2020-02-15,2020-06,6,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-15,2020-06,6,2,0,0.0,0.0,6
Armenia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Switzerland,2020-02-15,2020-06,6,0,0,0.0,0.0,6
United_Kingdom,2020-02-15,2020-06,6,6,0,0.0,0.0,6
Canada,2020-02-15,2020-06,6,3,0,0.0,0.0,6
Brazil,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Lebanon,2020-02-15,2020-06,6,0,0,0.0,0.0,6
North_Macedonia,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Luxembourg,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Romania,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Austria,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Dominican_Republic,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Nepal,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Egypt,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Bahrain,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Pakistan,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Vietnam,2020-02-15,2020-06,6,6,0,0.0,0.0,6
Netherlands,2020-02-15,2020-06,6,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-16,2020-06,7,70,10,10.0,16.666666666666675,1
Malaysia,2020-02-16,2020-06,7,10,1,1.0,16.666666666666675,1
Taiwan,2020-02-16,2020-06,7,8,1,1.0,16.666666666666675,1
China,2020-02-16,2020-06,7,22995,3285,3285.0,5.617306632371855,4
Singapore,2020-02-16,2020-06,7,25,3,3.0,5.000000000000004,5
Russia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Sweden,2020-02-16,2020-06,7,1,0,0.0,0.0,6
Philippines,2020-02-16,2020-06,7,1,0,0.0,0.0,6
Iraq,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Afghanistan,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Cambodia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
San_Marino,2020-02-16,2020-06,7,0,0,0.0,0.0,6
France,2020-02-16,2020-06,7,5,0,0.0,0.0,6
Greece,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Algeria,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Belgium,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Ecuador,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Qatar,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Finland,2020-02-16,2020-06,7,0,0,0.0,0.0,6
India,2020-02-16,2020-06,7,1,0,0.0,0.0,6
Belarus,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Kuwait,2020-02-16,2020-06,7,0,0,0.0,0.0,6
New_Zealand,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Croatia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Nigeria,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Italy,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Sri_Lanka,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Lithuania,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Norway,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Spain,2020-02-16,2020-06,7,1,0,0.0,0.0,6
Czechia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
South_Korea,2020-02-16,2020-06,7,12,1,1.0,0.0,6
Denmark,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Iran,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Ireland,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Thailand,2020-02-16,2020-06,7,13,1,1.0,0.0,6
Monaco,2020-02-16,2020-06,7,0,0,0.0,0.0,6
United_States_of_America,2020-02-16,2020-06,7,1,0,0.0,0.0,6
Iceland,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Israel,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Oman,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Mexico,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Estonia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Georgia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Indonesia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Azerbaijan,2020-02-16,2020-06,7,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-16,2020-06,7,2,0,0.0,0.0,6
Armenia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Switzerland,2020-02-16,2020-06,7,0,0,0.0,0.0,6
United_Kingdom,2020-02-16,2020-06,7,6,0,0.0,0.0,6
Canada,2020-02-16,2020-06,7,3,0,0.0,0.0,6
Brazil,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Lebanon,2020-02-16,2020-06,7,0,0,0.0,0.0,6
North_Macedonia,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Luxembourg,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Romania,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Austria,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Dominican_Republic,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Nepal,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Egypt,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Bahrain,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Pakistan,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Vietnam,2020-02-16,2020-06,7,6,0,0.0,0.0,6
Netherlands,2020-02-16,2020-06,7,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-17,2020-07,1,285,40,14.285714285714286,42.85714285714286,1
Singapore,2020-02-17,2020-07,1,32,4,3.142857142857143,4.761904761904767,2
China,2020-02-17,2020-07,1,30412,4344,3436.285714285714,4.605348988910629,3
Russia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Sweden,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Philippines,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Iraq,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Germany,2020-02-17,2020-07,1,2,0,0.0,0.0,4
Afghanistan,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Cambodia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
San_Marino,2020-02-17,2020-07,1,0,0,0.0,0.0,4
France,2020-02-17,2020-07,1,1,0,0.0,0.0,4
Greece,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Algeria,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Belgium,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Ecuador,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Qatar,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Finland,2020-02-17,2020-07,1,0,0,0.0,0.0,4
India,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Belarus,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Kuwait,2020-02-17,2020-07,1,0,0,0.0,0.0,4
New_Zealand,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Croatia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Nigeria,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Italy,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Sri_Lanka,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Lithuania,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Norway,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Spain,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Czechia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Denmark,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Iran,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Ireland,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Monaco,2020-02-17,2020-07,1,0,0,0.0,0.0,4
United_States_of_America,2020-02-17,2020-07,1,3,0,0.0,0.0,4
Iceland,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Israel,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Oman,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Mexico,2020-02-17,2020-07,1,1,0,0.0,0.0,4
Estonia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Georgia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Indonesia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Azerbaijan,2020-02-17,2020-07,1,0,0,0.0,0.0,4
United_Arab_Emirates,2020-02-17,2020-07,1,2,0,0.0,0.0,4
Armenia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Switzerland,2020-02-17,2020-07,1,0,0,0.0,0.0,4
United_Kingdom,2020-02-17,2020-07,1,2,0,0.0,0.0,4
Canada,2020-02-17,2020-07,1,1,0,0.0,0.0,4
Brazil,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Lebanon,2020-02-17,2020-07,1,0,0,0.0,0.0,4
Japan,2020-02-17,2020-07,1,34,4,0.5714285714285714,0.0,4
North_Macedonia,2020-02-17,2020-07,1,0,0,0.0,0.0,4
