country,date,currentInfected,casesDaily,movingAverage7Days,percentageIncreaseOfMA7Days,rank
area10,2020-03-21,0,0,0.0,0.0,1
area12,2020-03-21,0,0,0.0,0.0,1
area5,2020-03-21,0,0,0.0,0.0,1
area13,2020-03-21,0,0,0.0,0.0,1
area7,2020-03-22,0,0,0.0,0.0,1
area9,2020-03-22,0,0,0.0,0.0,1
area2,2020-03-22,0,0,0.0,0.0,1
area4,2020-03-22,0,0,0.0,0.0,1
area3,2020-03-22,0,0,0.0,0.0,1
area0,2020-03-22,0,0,0.0,0.0,1
area15,2020-03-22,0,0,0.0,0.0,1
area11,2020-03-22,0,0,0.0,0.0,1
area6,2020-03-22,0,0,0.0,0.0,1
area1,2020-03-22,0,0,0.0,0.0,1
area8,2020-03-22,0,0,0.0,0.0,1
area14,2020-03-22,0,0,0.0,0.0,1
area10,2020-03-22,0,0,0.0,0.0,1
area12,2020-03-22,0,0,0.0,0.0,1
area5,2020-03-22,0,0,0.0,0.0,1
area13,2020-03-22,0,0,0.0,0.0,1
area7,2020-03-23,0,0,0.0,0.0,1
area9,2020-03-23,0,0,0.0,0.0,1
area2,2020-03-23,0,0,0.0,0.0,1
area4,2020-03-23,0,0,0.0,0.0,1
area3,2020-03-23,0,0,0.0,0.0,1
area0,2020-03-23,0,0,0.0,0.0,1
area15,2020-03-23,0,0,0.0,0.0,1
area11,2020-03-23,0,0,0.0,0.0,1
area6,2020-03-23,0,0,0.0,0.0,1
area1,2020-03-23,0,0,0.0,0.0,1
area8,2020-03-23,0,0,0.0,0.0,1
area14,2020-03-23,0,0,0.0,0.0,1
area10,2020-03-23,0,0,0.0,0.0,1
area12,2020-03-23,0,0,0.0,0.0,1
area5,2020-03-23,0,0,0.0,0.0,1
area13,2020-03-23,0,0,0.0,0.0,1
area7,2020-03-24,0,0,0.0,0.0,1
area9,2020-03-24,0,0,0.0,0.0,1
area2,2020-03-24,0,0,0.0,0.0,1
area4,2020-03-24,0,0,0.0,0.0,1
area3,2020-03-24,0,0,0.0,0.0,1
area0,2020-03-24,0,0,0.0,0.0,1
area15,2020-03-24,0,0,0.0,0.0,1
area11,2020-03-24,0,0,0.0,0.0,1
area6,2020-03-24,0,0,0.0,0.0,1
area1,2020-03-24,0,0,0.0,0.0,1
area8,2020-03-24,0,0,0.0,0.0,1
area14,2020-03-24,0,0,0.0,0.0,1
area10,2020-03-24,0,0,0.0,0.0,1
area12,2020-03-24,0,0,0.0,0.0,1
area5,2020-03-24,0,0,0.0,0.0,1
area13,2020-03-24,0,0,0.0,0.0,1
area7,2020-03-25,0,0,0.0,0.0,1
area9,2020-03-25,0,0,0.0,0.0,1
area2,2020-03-25,0,0,0.0,0.0,1
area4,2020-03-25,0,0,0.0,0.0,1
area3,2020-03-25,0,0,0.0,0.0,1
area0,2020-03-25,0,0,0.0,0.0,1
area15,2020-03-25,0,0,0.0,0.0,1
area11,2020-03-25,0,0,0.0,0.0,1
area6,2020-03-25,0,0,0.0,0.0,1
area1,2020-03-25,0,0,0.0,0.0,1
area8,2020-03-25,0,0,0.0,0.0,1
area14,2020-03-25,0,0,0.0,0.0,1
area10,2020-03-25,0,0,0.0,0.0,1
area12,2020-03-25,0,0,0.0,0.0,1
area5,2020-03-25,0,0,0.0,0.0,1
area13,2020-03-25,0,0,0.0,0.0,1
area7,2020-03-26,0,0,0.0,0.0,1
area9,2020-03-26,0,0,0.0,0.0,1
area2,2020-03-26,0,0,0.0,0.0,1
area4,2020-03-26,0,0,0.0,0.0,1
area3,2020-03-26,0,0,0.0,0.0,1
area0,2020-03-26,0,0,0.0,0.0,1
area15,2020-03-26,0,0,0.0,0.0,1
area11,2020-03-26,0,0,0.0,0.0,1
area6,2020-03-26,0,0,0.0,0.0,1
area1,2020-03-26,0,0,0.0,0.0,1
area8,2020-03-26,0,0,0.0,0.0,1
area14,2020-03-26,0,0,0.0,0.0,1
area10,2020-03-26,0,0,0.0,0.0,1
area12,2020-03-26,0,0,0.0,0.0,1
area5,2020-03-26,0,0,0.0,0.0,1
area13,2020-03-26,0,0,0.0,0.0,1
area7,2020-03-27,0,0,0.0,0.0,1
area9,2020-03-27,0,0,0.0,0.0,1
area2,2020-03-27,0,0,0.0,0.0,1
area4,2020-03-27,0,0,0.0,0.0,1
area3,2020-03-27,0,0,0.0,0.0,1
area0,2020-03-27,0,0,0.0,0.0,1
area15,2020-03-27,0,0,0.0,0.0,1
area11,2020-03-27,0,0,0.0,0.0,1
area6,2020-03-27,0,0,0.0,0.0,1
area1,2020-03-27,0,0,0.0,0.0,1
area8,2020-03-27,0,0,0.0,0.0,1
area14,2020-03-27,0,0,0.0,0.0,1
area10,2020-03-27,0,0,0.0,0.0,1
area12,2020-03-27,0,0,0.0,0.0,1
area5,2020-03-27,0,0,0.0,0.0,1
area13,2020-03-27,0,0,0.0,0.0,1
area7,2020-03-28,0,0,0.0,0.0,1
area9,2020-03-28,0,0,0.0,0.0,1
area2,2020-03-28,0,0,0.0,0.0,1
area4,2020-03-28,0,0,0.0,0.0,1
area3,2020-03-28,0,0,0.0,0.0,1
area0,2020-03-28,0,0,0.0,0.0,1
area15,2020-03-28,0,0,0.0,0.0,1
area11,2020-03-28,0,0,0.0,0.0,1
area6,2020-03-28,0,0,0.0,0.0,1
area1,2020-03-28,0,0,0.0,0.0,1
area8,2020-03-28,0,0,0.0,0.0,1
area14,2020-03-28,0,0,0.0,0.0,1
area10,2020-03-28,0,0,0.0,0.0,1
area12,2020-03-28,0,0,0.0,0.0,1
area5,2020-03-28,0,0,0.0,0.0,1
area13,2020-03-28,0,0,0.0,0.0,1
area7,2020-03-29,0,0,0.0,0.0,1
area9,2020-03-29,0,0,0.0,0.0,1
area2,2020-03-29,0,0,0.0,0.0,1
area4,2020-03-29,0,0,0.0,0.0,1
area3,2020-03-29,0,0,0.0,0.0,1
area0,2020-03-29,0,0,0.0,0.0,1
area15,2020-03-29,0,0,0.0,0.0,1
area11,2020-03-29,0,0,0.0,0.0,1
area6,2020-03-29,0,0,0.0,0.0,1
area1,2020-03-29,0,0,0.0,0.0,1
area8,2020-03-29,0,0,0.0,0.0,1
area14,2020-03-29,0,0,0.0,0.0,1
area10,2020-03-29,0,0,0.0,0.0,1
area12,2020-03-29,0,0,0.0,0.0,1
area5,2020-03-29,0,0,0.0,0.0,1
area13,2020-03-29,0,0,0.0,0.0,1
